match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,timeseconds,spendtimeinlastfewshots,p1serveno,p2serveno,p1aceno,p2aceno,p1firstserveinnum,p2firstserveinnum,p1doublefaultnum,p2doublefaultnum,p1winnernum,p2winnernum,p1netnum,p2netnum,p1netwinnernum,p2netwinnernum,p1unforcederrornum,p2unforcederrornum,p1rundistance,p2rundistance,totalrallylengthinlastfewpoints,p1breakpointnum,p2breakpointnum,p1breakpointwinnum,p2breakpointwinnum,p1breakpointlosenum,p2breakpointlosenum,p1servewidthindex,p2servewidthindex,p1servedepthindex,p2servedepthindex,p1servespeedindex,p2servespeedindex,p1returndepthindex,p2returndepthindex
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:08:06,1,2,13,0,0,1,0,486,245,2,2,0,1,2,2,0,0,0,1,1,0,1,0,0,0,81.253,75.18,17,0,0,0,0,0,0,-3,3,0,0,-4,4,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:08:41,1,2,14,0,0,1,0,521,233,1,3,0,1,1,3,0,0,0,1,0,0,0,0,0,1,72.777,69.212,14,0,0,0,0,0,0,-6,6,-1,1,-252,252,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:09:11,1,2,15,0,0,1,0,551,219,0,4,0,1,0,4,0,0,0,2,0,0,0,0,0,1,62.209,48.897,12,0,0,0,0,0,0,-8,8,-1,1,-490,490,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:09:37,1,2,16,0,0,1,0,577,152,0,4,0,0,0,4,0,0,0,1,0,0,0,0,0,1,59.823,46.219,12,0,0,0,0,0,0,-8,8,0,0,-508,508,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:10:20,1,2,17,0,0,1,0,620,172,0,4,0,0,0,3,0,0,0,1,0,0,0,0,0,1,45.379,32.282,10,0,0,0,0,0,0,-7,7,0,0,-475,475,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:10:45,1,2,18,0,0,1,0,645,159,0,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,24.611,19.155,7,0,0,0,0,0,0,-6,6,0,0,-479,479,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:11:24,1,3,19,0,0,1,1,684,163,0,4,0,0,0,3,0,0,0,1,0,1,0,1,0,0,29.138,28.637,7,0,0,0,0,0,0,-6,6,0,0,-467,467,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:11:47,1,3,20,0,0,1,1,707,156,1,3,1,0,1,2,0,0,1,1,0,1,0,1,0,0,26.638,27.473,7,0,0,0,0,0,0,-2,2,1,-1,-211,211,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:12:17,1,3,21,0,0,1,1,737,160,2,2,1,0,2,2,0,0,1,1,0,1,0,1,0,0,39.426,57.922,10,0,0,0,0,0,0,1,-1,2,-2,13,-13,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:12:44,1,3,22,0,0,1,1,764,144,3,1,1,0,3,1,0,0,1,1,0,1,0,1,0,0,41.469,63.241,11,0,0,0,0,0,0,3,-3,2,-2,251,-251,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:13:26,1,3,23,0,0,1,1,806,161,4,0,1,0,4,0,0,0,1,0,0,0,0,0,0,1,68.441,79.591,17,0,0,0,0,0,0,5,-5,2,-2,494,-494,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:15:31,1,4,24,0,0,2,1,931,247,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,71.324,82.997,17,0,0,0,0,0,0,4,-4,1,-1,471,-471,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:16:15,1,4,25,0,0,2,1,975,268,3,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,65.837,61.954,15,0,0,0,0,0,0,1,-1,0,0,237,-237,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:16:47,1,4,26,0,0,2,1,1007,270,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,73.474,65.112,16,0,0,0,0,0,0,-1,1,0,0,12,-12,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:17:08,1,4,27,0,0,2,1,1028,264,1,3,0,1,0,2,0,0,0,1,0,0,0,0,1,0,32.211,33.235,8,0,0,0,0,0,0,-3,3,0,0,-240,240,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:17:49,1,5,28,0,0,2,2,1069,263,0,4,0,1,0,3,0,0,0,2,0,0,0,0,1,0,48.456,36.158,10,0,0,0,0,0,0,-6,6,0,0,-469,469,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:18:25,1,5,29,0,0,2,2,1105,174,1,3,0,1,1,3,0,0,1,2,0,0,0,0,0,0,51.207,51.811,12,0,0,0,0,0,0,-3,3,1,-1,-246,246,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:18:50,1,5,30,0,0,2,2,1130,155,2,2,0,1,2,2,0,0,1,2,0,0,0,0,0,0,40.567,46.111,10,0,0,0,0,0,0,0,0,1,-1,-6,6,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:19:20,1,5,31,0,0,2,2,1160,153,3,1,0,0,3,1,0,0,1,1,1,0,1,0,0,0,51.638,57.567,12,0,0,0,0,0,0,3,-3,1,-1,229,-229,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:20:03,1,5,32,0,0,2,2,1203,175,4,0,0,0,3,0,0,0,1,0,1,0,1,0,1,0,37.22,57.13,11,0,0,0,0,0,0,6,-6,1,-1,468,-468,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:20:55,1,5,33,0,0,2,2,1255,186,4,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,30.386,40.504,8,0,0,0,0,0,0,5,-5,0,0,456,-456,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:21:27,1,5,34,0,0,2,2,1287,182,4,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,34.96,43.667,9,0,0,0,0,0,0,3,-3,1,-1,438,-438,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:22:19,1,5,35,0,0,2,2,1339,209,4,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,53.768,56.744,11,0,0,0,0,0,0,4,-4,2,-2,425,-425,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:24:22,1,6,36,0,0,3,2,1462,302,4,0,0,0,2,0,0,0,0,0,2,0,2,0,1,0,54.983,59.353,10,0,0,0,0,0,0,5,-5,2,-2,426,-426,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:24:53,1,6,37,0,0,3,2,1493,290,3,1,0,0,2,1,0,0,0,0,2,0,2,0,1,0,54.274,52.723,9,0,0,0,0,0,0,2,-2,1,-1,212,-212,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:05,1,6,38,0,0,3,2,1565,310,2,2,0,0,1,1,0,0,0,0,2,0,2,0,0,1,74.509,70.877,13,0,0,0,0,0,0,1,-1,0,0,11,-11,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:30,1,6,39,0,0,3,2,1590,303,1,3,0,0,1,2,0,0,0,0,1,0,1,0,0,1,50.542,50.466,9,0,0,0,0,0,0,-3,3,-1,1,-211,211,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:56,1,6,40,0,0,3,2,1616,277,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,1,46.396,43.509,9,0,0,0,0,0,0,-5,5,-1,1,-452,452,-2,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:27:42,1,7,41,0,0,3,3,1662,200,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,43.63,42.066,9,0,0,0,0,0,0,-4,4,0,0,-453,453,-2,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:28:37,1,7,42,0,0,3,3,1717,224,1,3,0,0,0,2,0,0,1,0,0,1,0,0,0,0,48.769,45.15,12,0,0,0,0,0,0,-2,2,0,0,-256,256,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:29:06,1,7,43,0,0,3,3,1746,181,2,2,0,0,1,1,0,0,1,0,0,2,0,0,0,1,51.826,59.099,14,0,0,0,0,0,0,2,-2,0,0,-11,11,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:29:32,1,7,44,0,0,3,3,1772,182,3,1,0,0,2,0,0,0,2,0,0,2,0,0,0,1,55.425,67.525,16,0,0,0,0,0,0,4,-4,1,-1,231,-231,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:30:17,1,7,45,0,0,3,3,1817,201,4,0,0,0,2,0,0,0,2,0,0,2,0,0,0,1,68.458,81.522,21,0,0,0,0,0,0,6,-6,1,-1,446,-446,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:32:34,1,8,46,0,0,4,3,1954,292,4,0,0,0,2,0,0,0,1,0,0,2,0,0,0,1,65.952,74.169,17,0,0,0,0,0,0,5,-5,1,-1,440,-440,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:32:57,1,8,47,0,0,4,3,1977,260,3,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,61.959,59.884,15,0,0,0,0,0,0,1,-1,0,0,188,-188,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:33:33,1,8,48,0,0,4,3,2013,267,2,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,56.611,49.771,12,0,0,0,0,0,0,-3,3,-2,2,-43,43,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:33:58,1,8,49,0,0,4,3,2038,266,1,3,0,1,0,2,0,1,0,1,0,1,0,0,0,1,39.962,31.956,7,0,0,0,0,0,0,-6,6,-3,3,-277,277,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:34:46,1,8,50,0,0,4,3,2086,269,0,4,0,1,0,2,0,1,0,1,0,0,0,0,0,2,26.073,25.096,8,0,0,0,0,0,0,-7,7,-3,3,-479,479,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:36:02,1,8,51,0,0,4,3,2162,208,0,4,0,1,0,1,0,1,1,1,0,1,0,0,0,2,81.975,74.599,23,0,0,0,0,0,0,-5,5,-2,2,-453,453,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:18,1,9,52,0,0,5,3,2238,261,0,4,0,1,0,1,0,0,1,1,0,1,0,0,0,2,110.723,92.79,29,1,0,1,0,0,0,-3,3,-1,1,-443,443,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:44,1,9,53,0,0,5,3,2264,251,1,3,0,0,1,0,0,0,1,0,0,1,0,0,0,2,112.637,96.666,29,1,0,1,0,0,0,0,0,0,0,-198,198,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:26,1,9,54,0,0,5,3,2306,268,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,100.327,85.726,25,1,0,1,0,0,0,2,-2,0,0,3,-3,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:54,1,9,55,0,0,5,3,2334,248,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,42.773,37.486,10,1,0,1,0,0,0,3,-3,0,0,231,-231,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:39:29,1,9,56,0,0,5,3,2369,207,4,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,24.75,30.067,8,0,0,0,0,0,0,5,-5,0,0,452,-452,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:40:01,1,9,57,0,0,5,3,2401,163,4,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,32.749,36.861,10,0,0,0,0,0,0,6,-6,0,0,466,-466,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:40:33,1,9,58,0,0,5,3,2433,169,4,0,0,0,4,0,0,0,0,0,3,0,1,0,1,0,36.52,37.414,10,0,0,0,0,0,0,6,-6,0,0,479,-479,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:41:23,1,9,59,0,0,5,3,2483,177,4,0,0,0,4,0,0,0,0,0,3,1,1,0,1,0,63.721,61.049,16,0,0,0,0,0,0,6,-6,0,0,471,-471,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:42:31,1,9,60,0,0,5,3,2551,217,4,0,0,0,3,0,0,0,0,1,2,2,1,1,1,0,68.581,67.309,16,0,0,0,0,0,0,5,-5,0,0,444,-444,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:43:18,1,9,61,0,0,5,3,2598,229,4,0,0,0,3,0,0,0,0,2,1,3,0,2,1,0,79.123,79.201,19,0,0,0,0,0,0,4,-4,0,0,438,-438,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:43:59,1,9,62,0,0,5,3,2639,238,4,0,0,0,3,0,0,0,1,2,0,3,0,2,0,0,88.529,99.383,24,0,1,0,0,0,1,4,-4,0,0,446,-446,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:44:29,1,9,63,0,0,5,3,2669,236,4,0,0,0,3,0,0,0,1,2,0,2,0,2,0,0,59.21,72.772,18,0,1,0,0,0,1,5,-5,0,0,462,-462,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:04,2,1,64,1,0,0,0,2824,341,4,0,0,0,4,0,0,0,1,1,1,1,1,1,0,1,59.288,74.416,17,0,1,0,0,0,1,5,-5,0,0,506,-506,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:27,2,1,65,1,0,0,0,2847,296,3,1,0,1,3,1,0,0,1,1,1,0,1,0,0,1,39.027,51.848,12,0,1,0,0,0,1,2,-2,0,0,260,-260,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:52,2,1,66,1,0,0,0,2872,274,2,2,0,2,2,2,0,0,0,2,1,0,1,0,0,1,21.218,24.453,6,0,0,0,0,0,0,-1,1,0,0,22,-22,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:48:17,2,1,67,1,0,0,0,2897,258,1,3,0,2,1,3,0,0,0,2,1,1,1,1,0,1,22.728,25.131,6,0,0,0,0,0,0,-3,3,0,0,-231,231,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:49:17,2,2,68,1,0,0,1,2957,288,0,4,0,2,0,4,0,0,0,2,0,1,0,1,0,0,15.466,11.996,4,0,0,0,0,0,0,-6,6,-1,1,-485,485,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:49:38,2,2,69,1,0,0,1,2978,154,1,3,1,1,1,3,0,0,1,1,0,1,0,1,0,0,14.672,12.168,4,0,0,0,0,0,0,-2,2,-1,1,-235,235,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:50:14,2,2,70,1,0,0,1,3014,167,2,2,1,0,1,2,0,0,1,0,0,1,0,1,0,0,16.53,15.019,4,0,0,0,0,0,0,1,-1,-1,1,-16,16,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:51:10,2,2,71,1,0,0,1,3070,198,3,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,16.225,15.002,5,0,0,0,0,0,0,2,-2,-1,1,218,-218,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:51:54,2,2,72,1,0,0,1,3114,217,4,0,1,0,2,0,0,0,1,1,0,0,0,0,1,0,42.375,48.702,16,0,0,0,0,0,0,5,-5,0,0,458,-458,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:52:21,2,2,73,1,0,0,1,3141,184,4,0,1,0,2,0,0,0,1,1,0,0,0,0,1,0,42.372,49.369,16,0,0,0,0,0,0,5,-5,0,0,457,-457,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:53:06,2,2,74,1,0,0,1,3186,208,4,0,1,0,2,0,0,0,1,1,0,0,0,0,2,0,51.292,58.897,17,0,0,0,0,0,0,6,-6,1,-1,452,-452,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:54:11,2,2,75,1,0,0,1,3251,237,4,0,1,0,2,0,0,0,1,0,0,0,0,0,3,0,55.472,64.318,17,0,0,0,0,0,0,6,-6,1,-1,446,-446,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:54:56,2,3,76,1,0,0,2,3296,226,4,0,1,0,2,0,0,0,1,0,0,0,0,0,2,0,28.227,34.737,7,0,1,0,1,0,0,5,-5,1,-1,457,-457,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:55:20,2,3,77,1,0,0,2,3320,206,3,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,35.528,40.51,7,0,1,0,1,0,0,1,-1,0,0,205,-205,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:55:50,2,3,78,1,0,0,2,3350,209,2,2,0,0,1,2,0,0,0,0,0,0,0,0,1,0,33.566,38.327,6,0,1,0,1,0,0,-3,3,-2,2,-20,20,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:57:08,2,3,79,1,0,0,2,3428,242,1,3,0,0,1,3,0,0,0,1,0,0,0,0,0,0,36.86,34.182,7,0,1,0,1,0,0,-5,5,-2,2,-233,233,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:59:22,2,4,80,1,0,0,3,3562,311,0,4,0,0,0,3,0,0,0,1,0,0,0,0,1,0,61.669,58.838,12,0,0,0,0,0,0,-7,7,-3,3,-463,463,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:00:17,2,4,81,1,0,0,3,3617,321,1,3,0,0,0,2,0,0,0,1,0,0,0,0,1,0,108.468,95.4,21,0,0,0,0,0,0,-5,5,-2,2,-231,231,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:00:41,2,4,82,1,0,0,3,3641,321,2,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,104.769,93.513,21,0,0,0,0,0,0,-1,1,-1,1,8,-8,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:01:21,2,4,83,1,0,0,3,3681,331,3,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,94.742,89.375,19,0,0,0,0,0,0,2,-2,0,0,226,-226,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:02:05,2,4,84,1,0,0,3,3725,297,4,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,119.542,95.005,20,0,0,0,0,0,0,6,-6,2,-2,446,-446,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:02:54,2,4,85,1,0,0,3,3774,212,4,0,1,0,3,0,0,0,1,1,0,1,0,1,0,0,77.595,66.546,14,0,0,0,0,0,0,8,-8,2,-2,435,-435,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:03:50,2,4,86,1,0,0,3,3830,213,4,0,1,0,2,0,0,0,1,1,0,1,0,1,0,1,81.001,69.689,16,0,1,0,0,0,1,6,-6,2,-2,419,-419,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:04:21,2,4,87,1,0,0,3,3861,220,4,0,0,0,2,0,0,0,0,1,0,1,0,1,0,2,94.546,86.754,18,0,1,0,0,0,1,5,-5,2,-2,411,-411,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:05:38,2,5,88,1,0,1,3,3938,257,4,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2,83.442,84.826,21,0,1,0,0,0,1,3,-3,1,-1,412,-412,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:06:16,2,5,89,1,0,1,3,3976,251,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,101.664,84.445,22,0,1,0,0,0,1,-1,1,0,0,204,-204,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:06:46,2,5,90,1,0,1,3,4006,232,2,2,0,0,1,2,0,0,0,1,0,1,0,1,0,1,103.518,79.557,20,0,0,0,0,0,0,-3,3,0,0,-19,19,4,-4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:07:42,2,5,91,1,0,1,3,4062,232,1,3,0,0,0,2,0,0,1,1,0,2,0,1,0,0,111.679,77.688,23,0,0,0,0,0,0,-6,6,-1,1,-232,232,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:08:26,2,5,92,1,0,1,3,4106,245,0,4,0,0,0,3,0,0,1,1,0,2,0,1,0,1,101.628,66.057,20,0,0,0,0,0,0,-7,7,-1,1,-483,483,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:09:19,2,5,93,1,0,1,3,4159,221,0,4,0,0,0,3,0,0,1,0,0,2,0,1,0,2,110.258,83.488,25,0,0,0,0,0,0,-7,7,0,0,-504,504,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:10:24,2,5,94,1,0,1,3,4224,248,0,4,0,0,0,3,0,0,1,0,0,2,0,1,0,2,129.768,101.007,29,1,0,0,0,1,0,-5,5,0,0,-499,499,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:11:30,2,5,95,1,0,1,3,4290,284,0,4,0,0,0,3,0,0,0,0,0,1,0,1,0,2,147.204,123.496,33,1,0,0,0,1,0,-5,5,0,0,-495,495,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:12:08,2,5,96,1,0,1,3,4328,266,0,4,0,0,0,3,0,0,0,0,0,2,0,2,0,1,137.476,108.929,28,2,0,0,0,2,0,-6,6,-1,1,-482,482,-2,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:12:37,2,5,97,1,0,1,3,4357,251,0,4,0,0,0,3,0,0,0,0,0,2,0,2,0,0,103.858,80.984,19,2,0,0,0,2,0,-6,6,-1,1,-479,479,-4,4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:14:48,2,6,98,1,0,1,4,4488,329,0,4,0,0,0,3,0,0,0,1,0,2,0,2,0,0,93.704,72.463,19,1,0,0,0,1,0,-7,7,-1,1,-485,485,-2,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:15:27,2,6,99,1,0,1,4,4527,303,1,3,0,0,0,3,0,0,0,1,0,2,0,2,0,0,60.168,48.456,11,1,0,0,0,1,0,-3,3,-1,1,-263,263,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:15:55,2,6,100,1,0,1,4,4555,265,2,2,0,0,1,2,0,0,0,1,0,1,0,1,0,0,37.923,41.782,9,0,0,0,0,0,0,1,-1,0,0,-36,36,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:16:53,2,6,101,1,0,1,4,4613,285,3,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,37.319,43.365,10,0,0,0,0,0,0,5,-5,0,0,186,-186,4,-4
