serveindex,gamesinlead,lastpointindex,aceadvantage,winneradvantage,doublefaultdisadvantage,unforcederrordisadvantage,netwinneradvantage,winningbreakpointadvantage,runningdistanceadvantage,firstserveadvantage
1,-3,1,1,0,0,1,0,0,-1.1078,1
1,-3,-1,1,1,0,1,0,0,-2.2335,3
1,-3,-1,1,0,0,0,-1,0,-2.1956,3
1,-3,1,1,0,0,-1,-1,0,-0.8152,3
1,-3,1,1,0,0,-2,-1,0,-0.7614,3
-1,-2,1,0,-1,0,-2,-1,0,-1.5584,2
-1,-2,-1,0,-2,0,-2,-1,0,-1.4638,0
-1,-2,-1,0,-1,0,-2,-1,0,-2.1064,-1
-1,-2,1,0,0,0,-1,-1,0,-3.0293,-1
-1,-2,1,0,0,0,-1,-1,0,-4.3363,-3
-1,-2,1,0,0,0,-2,-1,0,-4.2792,-4
-1,-2,-1,0,1,0,-2,-2,0,-3.2606,-4
-1,-2,1,0,1,0,-2,-1,0,-3.004,-3
-1,-2,-1,0,0,0,-2,-2,0,-3.7919,-4
-1,-2,-1,0,0,0,-1,-2,0,-3.0095,-4
1,-3,-1,0,-1,0,0,-3,0,-2.7077,-4
1,-3,-1,0,-1,0,0,-2,0,-1.2991,-3
1,-3,1,0,-1,0,0,-2,0,-1.0352,-2
1,-3,-1,0,-1,0,1,-1,0,0.4498,-1
1,-3,1,0,-1,0,1,-1,0,0.7672,1
1,-3,1,0,0,0,1,0,0,1.9035,3
1,-3,-1,0,-1,0,1,0,0,2.9301,4
1,-3,1,0,0,0,1,1,0,3.6715,4
-1,-2,1,0,1,0,0,1,0,3.6483,4
-1,-2,1,0,1,0,-1,1,0,3.0779,2
-1,-2,-1,0,1,0,0,1,0,2.0236,0
-1,-2,-1,0,2,0,1,1,0,0.4876,-2
-1,-2,-1,0,0,0,1,-1,0,-0.6227,-4
-1,-2,1,0,-1,0,1,-1,0,-3.2174,-5
-1,-2,1,0,-1,0,1,-1,0,-3.8536,-4
-1,-2,1,0,-1,0,-1,-1,0,-3.9986,-3
-1,-2,-1,0,-1,0,-2,-1,0,-4.8601,-3
-1,-2,-1,0,-1,0,-2,-1,0,-5.2433,-3
-1,-2,1,0,-1,0,-3,-1,0,-2.9608,-3
-1,-2,1,0,-1,0,-2,-1,0,-2.32,-3
1,-1,1,0,-1,0,-2,-1,1,-2.1508,-4
1,-1,1,0,-1,0,-2,-1,1,-1.4536,-2
1,-1,1,0,0,0,-2,0,1,-0.7539,-1
1,-1,1,0,0,0,-2,0,1,0.1416,0
-1,0,1,0,1,0,-2,0,1,0.868300000000001,1
-1,0,1,0,1,0,-1,0,0,1.0756,1
-1,0,-1,-1,0,0,-1,0,0,0.8742,-1
-1,0,-1,-1,0,0,-1,0,0,0.756,-1
-1,0,-1,-2,-1,0,0,0,0,-0.181,-2
1,-1,-1,-2,-2,0,0,0,0,-2.0375,-4
1,-1,1,-2,-2,0,0,0,0,-1.4793,-2
1,-1,-1,-1,-1,0,0,0,0,0.3621,-1
1,-1,1,-1,-1,0,-1,0,0,0.4557,-1
1,-1,1,0,0,0,-1,0,0,3.0817,1
1,-1,-1,0,0,0,-1,0,0,4.9742,3
-1,0,1,0,0,0,-1,0,0,5.0445,3
-1,0,-1,-1,-1,0,-1,0,0,3.2093,2
-1,0,-1,-1,-1,0,0,0,0,2.897,1
-1,0,1,-1,-1,0,-1,0,0,0.3738,0
-1,0,-1,-1,-1,0,-1,0,0,-1.5244,-2
1,-1,-1,-1,-1,0,-1,0,0,-1.9975,-3
1,-1,1,1,1,0,-1,0,0,-1.9642,-1
1,-1,1,1,1,0,-1,0,0,-1.5286,0
1,-1,1,1,1,0,0,0,0,-1.2743,0
-1,0,1,1,1,0,0,0,0,2.6471,2
1,0,-1,1,1,0,0,0,0,0.9627,1
1,0,1,0,0,0,0,0,0,0.921899999999999,1
-1,0,1,0,0,0,0,0,0,0.300299999999999,1
-1,0,-1,0,-1,0,0,0,0,-0.0449000000000012,0
1,0,-1,-1,-2,0,0,0,0,-2.4388,-2
1,0,1,-1,-2,0,0,1,0,-0.928200000000001,0
-1,0,1,-1,-2,0,0,1,0,-0.5095,0
-1,0,-1,-1,-2,0,0,1,0,-0.2182,-1
1,0,-1,-1,-1,0,1,1,0,0.1317,0
1,0,1,0,1,0,1,1,0,0.9982,2
-1,0,1,0,2,0,1,1,0,1.3996,2
-1,0,-1,0,2,0,1,0,0,0.5093,0
1,0,-1,0,2,0,1,0,0,0.5468,0
1,0,-1,0,2,0,0,0,0,-0.402799999999999,1
1,0,1,0,1,0,-1,0,0,0.8368,0
1,0,-1,0,0,0,-1,-2,0,1.3626,-1
1,0,1,0,0,0,-1,-1,0,1.8867,0
1,0,-1,0,0,1,0,-1,0,2.1216,1
1,0,1,0,0,1,0,-1,0,3.1954,1
-1,1,1,0,0,1,1,-1,0,1.9787,2
-1,1,1,0,0,1,1,1,0,1.1586,1
-1,1,-1,0,0,1,1,0,0,0.8973,0
-1,1,-1,0,-1,0,0,0,0,-2.4585,0
-1,1,1,0,-1,0,0,0,0,-2.9161,-2
-1,1,1,0,-1,0,-1,0,0,-4.1307,-4
-1,1,-1,0,-2,0,-1,-2,0,-4.1692,-4
-1,1,1,0,-2,0,-2,-1,0,-4.1131,-3
-1,1,-1,0,-1,0,-2,-1,0,-2.833,-4
-1,1,-1,0,-2,0,-2,-1,0,-2.8473,-4
-1,1,1,0,-2,-1,-2,-1,0,-3.0364,-3
-1,1,-1,0,-1,-1,-2,0,0,-3.2789,-3
1,0,-1,0,-2,-1,-1,-1,0,-3.3171,-4
1,0,1,0,-1,-1,-1,-1,0,-0.563300000000001,-3
1,0,1,0,1,-1,-1,-1,0,0.567700000000001,-1
1,0,-1,0,0,0,0,-1,0,1.4989,0
1,0,-1,0,0,0,1,-1,0,1.5996,1
1,0,1,0,1,0,0,0,0,1.843,2
-1,1,1,1,1,0,0,0,0,2.7021,3
-1,1,1,1,0,0,-1,0,0,2.2186,2
-1,1,1,1,2,0,-1,0,0,1.5102,0
-1,1,-1,1,2,0,-1,0,0,0.873699999999999,0
-1,1,1,1,2,0,-1,0,0,0.399299999999999,-1
1,2,1,0,1,0,-1,0,1,-1.6244,-3
1,2,1,1,2,0,0,0,1,-1.9462,-2
1,2,1,1,2,0,0,0,1,-1.4649,0
1,2,1,1,2,0,-2,0,1,-0.4706,0
1,2,-1,1,2,1,0,0,1,0.0691000000000002,1
-1,3,1,2,3,1,0,0,0,0.4611,3
-1,3,1,1,2,1,-1,0,0,0.2289,2
-1,3,-1,1,0,1,-1,0,0,0.0213000000000001,0
-1,3,-1,1,0,1,0,0,0,-0.1925,0
-1,3,1,1,0,0,-1,1,0,0.0522999999999996,0
-1,3,-1,0,-2,0,-1,1,0,0.0486000000000004,-1
1,2,-1,0,-2,0,0,0,0,-0.2484,-2
1,2,1,0,0,0,0,0,0,-0.0561999999999998,0
1,2,1,0,0,0,0,0,0,0.2142,1
1,2,1,0,0,0,-1,-1,0,-0.00850000000000009,1
-1,3,1,1,2,0,-1,-1,0,-0.0265999999999998,2
-1,3,-1,1,2,0,-1,0,0,0.248999999999999,2
-1,3,1,1,1,0,-2,0,0,-0.0130000000000003,0
-1,3,-1,1,1,0,-2,-1,0,-1.989,-2
-1,3,1,1,2,0,-1,-1,0,-2.1032,-3
-1,3,1,0,1,0,-2,-1,0,-2.541,-5
-1,3,-1,-1,0,0,-2,-1,0,-2.3099,-5
-1,3,-1,-2,-1,0,-1,-1,0,-2.3009,-5
1,2,-1,-3,-2,0,-1,0,0,-0.5815,-5
1,2,1,-3,-3,0,-1,0,0,2.3196,-4
1,2,1,-3,-2,0,0,1,0,3.6908,-2
1,2,1,-2,-1,0,-1,1,0,3.6232,-1
1,2,-1,-1,0,0,0,1,0,4.4347,1
-1,0,1,0,1,0,0,1,0,4.706,3
-1,0,1,0,1,0,-1,1,0,0.0313000000000002,3
-1,0,-1,0,0,0,-1,0,0,-0.8958,2
-1,0,-1,0,0,0,0,0,0,-1.0334,1
-1,0,-1,0,0,0,-1,-1,0,-1.6586,-1
1,-1,-1,0,-1,0,-1,-1,0,-1.9185,-3
1,-1,1,0,-1,0,0,-1,0,0.4264,-2
1,-1,-1,0,-1,1,1,-1,0,0.477800000000001,-2
1,-1,-1,0,-1,1,2,-1,0,2.2975,0
1,-1,1,0,-1,1,2,0,0,2.5161,2
1,-1,-1,0,0,2,3,0,0,2.6018,3
-1,-2,-1,0,0,2,3,0,-1,2.4627,2
-1,-2,-1,0,0,1,2,-1,-1,2.2278,1
-1,-2,1,0,0,1,1,-1,-1,0.6304,0
-1,-2,-1,0,0,1,1,-2,-1,-0.209699999999999,-2
-1,-2,-1,0,-1,0,0,-3,-1,-0.301599999999999,-3
-1,-2,1,0,0,0,0,-2,0,-1.8178,-4
-1,-2,1,0,0,0,-1,-1,0,-1.2052,-3
-1,-2,1,0,0,0,-1,-1,0,-0.8619,-4
-1,-2,-1,0,-1,0,-1,-1,0,-0.527799999999999,-4
-1,-2,-1,0,0,0,-1,-1,0,-0.274600000000001,-4
-1,-2,1,0,0,0,-1,-2,0,0.8069,-4
-1,-2,-1,0,-1,0,0,-2,0,-0.784399999999999,-5
-1,-2,1,0,0,0,0,-2,0,-1.9237,-5
-1,-2,1,0,1,0,-1,-1,0,-2.1845,-4
-1,-2,-1,-1,0,0,-1,0,0,-2.4297,-4
-1,-2,-1,-1,-2,0,-1,-1,0,-1.0208,-3
-1,-2,1,-1,-1,0,-1,-1,0,-0.4991,-3
-1,-2,-1,-1,-2,0,-1,-1,0,-0.0894000000000005,-3
1,-3,-1,-1,-2,0,0,-1,0,0.00210000000000008,-4
1,-3,1,0,-1,0,0,-1,0,0.1584,-2
1,-3,-1,0,0,0,1,0,0,-1.1231,-1
1,-3,-1,0,0,1,2,0,0,-0.3326,0
1,-3,-1,0,0,1,2,0,0,-0.0832999999999998,2
1,-3,1,0,0,1,2,0,0,0.4673,3
1,-3,1,0,0,1,2,1,0,1.115,3
1,-3,1,0,1,1,1,2,0,1.0715,2
-1,-2,1,0,1,0,-1,2,0,0.764400000000001,2
-1,-2,-1,0,1,0,-1,2,0,0.2929,0
-1,-2,1,0,1,0,-2,2,0,-0.576900000000001,-1
-1,-2,-1,0,0,0,-2,0,0,-1.8483,-2
-1,-2,-1,0,-2,0,-2,-1,0,-2.7716,-3
-1,-2,1,0,-2,0,-2,-1,0,-3.4082,-4
-1,-2,1,0,-2,0,-3,-1,0,-3.3926,-4
-1,-2,-1,0,-2,0,-1,-1,0,-2.8611,-4
1,-3,-1,-1,-2,0,-1,0,0,-2.4527,-5
1,-3,-1,-1,-1,1,0,0,0,-0.8284,-4
1,-3,1,-1,-1,1,0,0,0,-0.1428,-3
1,-3,1,-1,-1,1,1,0,0,0.5102,-1
1,-3,1,-1,-1,1,0,1,0,2.0191,1
-1,-2,1,1,1,1,0,1,0,2.1055,3
-1,-2,1,1,1,0,-1,1,0,1.8519,2
-1,-2,1,1,1,-1,-1,1,0,1.8777,2
-1,-2,-1,1,1,-1,-1,1,0,1.6046,0
-1,-2,1,1,1,-1,-1,0,0,0.2639,-2
-1,-2,-1,0,-1,-1,-1,0,0,-0.197999999999999,-4
1,-1,1,0,-1,-1,-2,0,1,-0.6526,-4
1,-1,1,0,-1,0,-1,0,1,-1.1185,-3
1,-1,1,0,0,0,-1,0,1,-0.2095,-2
1,-1,-1,0,0,1,0,0,1,-0.0641000000000005,-1
1,-1,1,0,1,1,0,0,1,0.410899999999999,1
-1,0,1,0,1,1,1,0,0,0.4665,3
-1,0,-1,0,1,1,1,0,0,0.6359,1
-1,0,1,0,0,1,0,0,0,-0.5704,0
-1,0,-1,-1,-1,0,-1,0,0,-0.8051,-1
-1,0,-1,-1,-2,0,-1,-1,0,-1.5836,-3
1,-1,-1,-1,-2,0,0,-1,0,-2.2303,-4
1,-1,1,-1,-1,0,0,-1,0,-1.6554,-3
1,-1,1,-1,-1,0,0,-1,0,-1.1576,-2
1,-1,-1,0,0,0,1,-1,0,-0.7833,0
1,-1,1,0,2,0,1,1,0,0.633800000000001,2
1,-1,-1,0,2,0,0,1,0,1.0926,3
1,-1,-1,0,1,0,0,1,0,1.5033,3
1,-1,1,0,2,0,1,1,0,1.9729,4
-1,0,1,0,2,0,0,1,0,1.7493,4
-1,0,-1,0,1,0,0,0,0,0.2785,2
-1,0,1,0,1,0,0,1,0,0.4289,1
-1,0,-1,0,0,0,0,0,0,-0.273399999999999,0
-1,0,1,0,-1,0,0,0,0,-1.3694,-2
-1,0,1,0,-1,0,-1,0,0,-2.4787,-3
1,1,1,0,0,0,-1,0,1,-1.7881,-2
1,1,-1,0,0,0,0,-1,1,-2.8195,-2
1,1,1,0,1,0,0,1,1,-2.3829,0
1,1,1,0,2,0,0,1,1,-0.851600000000001,1
1,1,-1,0,2,0,1,1,1,0.0997,2
1,1,-1,0,0,0,1,1,0,0.868699999999998,3
1,1,1,0,0,0,0,1,0,1.7788,4
1,1,1,0,0,0,0,0,0,3.4523,4
-1,0,1,0,-1,0,0,0,0,2.8136,5
-1,0,1,0,-1,0,-1,0,0,2.0546,4
-1,0,-1,0,0,0,-1,0,0,1.1554,2
-1,0,-1,0,0,0,-1,0,0,-0.431299999999999,1
-1,0,1,0,0,0,-1,0,0,-3.3715,0
-1,0,1,0,0,-1,-2,0,0,-3.7283,-1
-1,0,-1,0,0,-1,-1,0,0,-3.0225,-2
-1,0,-1,0,0,-1,-1,0,0,-2.9365,-2
-1,0,1,0,0,-1,-1,0,0,-1.6988,-2
-1,0,-1,0,0,-1,-1,0,0,-0.8306,-3
-1,0,1,0,0,0,0,1,0,-0.4745,-4
-1,0,-1,-1,-1,0,0,1,0,-0.3832,-4
1,-1,-1,-1,-1,0,1,1,0,-0.2828,-3
1,-1,1,-1,0,0,1,2,0,-0.1214,-2
1,-1,1,-1,0,0,1,2,0,0.0697000000000003,-1
1,-1,1,-1,1,0,1,1,0,0.177500000000001,1
-1,0,1,0,2,0,1,1,0,0.2287,3
-1,0,-1,0,2,0,0,1,0,0.4383,2
-1,0,1,0,1,0,-1,0,0,-1.3968,1
-1,0,-1,0,0,0,-1,0,0,-2.5483,0
-1,0,-1,0,-1,0,-1,0,0,-3.0624,-2
1,-1,-1,0,-1,0,-1,0,0,-4.0107,-3
1,-1,1,0,-1,0,-1,1,0,-3.7257,-1
1,-1,1,0,0,0,0,1,0,-1.2537,0
1,-1,-1,0,1,0,1,1,0,-0.5268,2
1,-1,1,0,1,0,0,1,0,0.0940999999999988,4
-1,0,1,0,1,0,0,1,0,1.1577,5
-1,0,-1,0,1,0,0,0,0,0.6737,4
-1,0,-1,0,0,0,0,0,0,0.1472,2
-1,0,1,0,0,0,-2,0,0,0.3834,1
-1,0,-1,-1,-1,0,-1,0,0,-0.15,-1
1,-1,-1,-1,-1,0,-1,0,0,-0.47,-3
1,-1,1,-1,0,0,-1,0,0,-0.2598,-2
1,-1,-1,-1,0,0,-1,0,0,-0.4098,-1
1,-1,1,-1,0,0,0,0,0,-0.4758,0
1,-1,1,0,1,0,0,0,0,-0.289400000000001,2
-1,0,1,0,1,0,0,1,0,0.666499999999999,4
-1,0,-1,0,0,0,0,1,0,0.3094,2
-1,0,-1,-1,-1,0,0,1,0,0.5465,1
-1,0,-1,-1,-1,0,0,1,0,0.3831,-1
1,-1,-1,-2,-2,0,0,1,0,0.1729,-3
1,-1,-1,-2,-2,0,1,0,0,-0.3444,-3
1,-1,1,-2,-2,0,1,0,0,-0.1715,-1
1,-1,-1,-1,-1,0,2,0,0,0.7292,1
1,-1,-1,-1,-1,0,3,0,0,1.1604,2
-1,-2,-1,0,0,0,4,0,-1,1.3466,3
-1,-2,1,0,0,0,2,0,-1,0.997,2
-1,-2,-1,0,0,0,2,0,-1,0.8708,0
-1,-2,1,0,0,0,0,0,-1,-0.129199999999999,-2
-1,-2,-1,0,0,0,-1,0,-1,-0.8447,-3
-1,-2,-1,0,0,0,-2,0,0,-1.1782,-4
1,0,-1,0,0,0,-1,-1,0,-1.395,-5
1,0,1,0,1,0,-1,-1,0,-1.5704,-3
1,0,1,0,1,0,0,0,0,-0.9807,-1
1,0,1,0,2,0,0,1,0,-0.0907000000000004,1
-1,1,1,0,3,0,0,1,0,0.2092,3
-1,1,-1,0,2,0,0,1,0,0.4446,3
-1,1,-1,0,0,0,0,0,0,0.599,1
-1,1,1,0,0,-1,-1,-1,0,0.1496,0
-1,1,-1,0,-1,-1,0,-2,0,0.1597,-1
1,0,-1,-1,-3,-1,0,-2,0,-0.0550000000000004,-3
1,0,1,-1,-2,-1,0,-1,0,-0.2429,-1
1,0,1,0,0,-1,0,0,0,-0.0443999999999999,1
1,0,1,1,1,0,1,0,0,-0.0352,2
-1,1,1,2,2,0,0,0,0,-0.353,3
-1,1,-1,2,2,0,0,0,0,-0.3059,3
-1,1,-1,2,1,0,0,0,0,-1.3984,2
-1,1,-1,1,0,0,1,0,0,-1.4173,1
1,0,-1,0,-1,0,1,0,0,-1.733,-1
1,0,1,-1,-1,0,1,1,0,-1.7354,-2
1,0,1,0,1,0,1,2,0,-1.2463,0
1,0,1,0,2,0,0,2,0,0.0953000000000003,1
-1,1,1,0,2,0,-1,2,0,0.0416999999999994,2
-1,1,1,0,2,0,-2,2,0,-0.1828,3
-1,1,-1,0,0,0,-2,0,0,-0.6762,3
-1,1,-1,0,-2,0,-2,-1,0,-1.954,1
-1,1,-1,-1,-3,0,-1,-1,0,-2.038,-1
1,0,-1,-1,-3,0,-1,-1,0,-2.2906,-3
1,0,1,-1,-2,0,0,0,0,-1.7581,-2
1,0,1,-1,0,0,0,1,0,-0.9913,-1
1,0,1,-1,1,0,0,1,0,-0.0760000000000002,1
-1,1,1,0,2,0,-1,1,0,-0.1654,2
-1,1,-1,0,1,0,-1,1,0,-0.2903,2
-1,1,1,0,0,0,-1,0,0,-0.6492,0
-1,1,-1,0,-2,0,-1,0,0,-2.2365,-1
-1,1,-1,0,-3,0,-1,-1,0,-2.4147,-3
-1,1,1,0,-3,0,-1,-1,0,-4.5064,-3
1,0,-1,0,-2,0,0,-1,0,-3.9861,-2
1,0,1,0,-2,0,0,-1,0,-3.6913,-1
1,0,-1,0,-1,1,1,-1,0,-2.3649,-1
1,0,1,0,1,1,1,0,0,-1.4832,1
1,0,-1,0,0,1,2,0,0,0.5516,2
1,0,1,0,0,1,1,0,0,0.5517,3
-1,1,1,1,1,1,1,0,0,0.620200000000001,4
-1,1,-1,1,0,0,0,0,0,0.3235,4
-1,1,-1,1,-2,0,0,-1,0,-1.4028,2
-1,1,1,1,0,0,0,-1,0,-1.3007,1
-1,1,-1,1,0,0,0,-1,0,-1.5084,-1
1,0,-1,0,-2,0,0,-1,0,-1.5254,-3
1,0,1,0,-1,0,-1,0,0,-1.4998,-3
1,0,1,0,1,0,-1,1,0,-0.4742,-1
1,0,1,0,1,0,-1,1,0,0.0826999999999998,0
-1,1,1,0,1,0,-1,1,0,0.4352,2
-1,1,-1,0,2,0,-1,0,0,-0.314,2
-1,1,1,0,2,0,-1,-1,0,-0.6468,1
-1,1,-1,0,1,0,0,-1,0,-1.1946,-1
-1,1,-1,0,0,0,1,-1,0,-1.9135,-3
1,0,-1,0,-1,0,1,-2,0,-2.3128,-5
-1,0,1,0,0,0,1,0,0,-1.1713,-3
-1,0,-1,0,0,0,2,0,0,-0.7483,-3
1,0,-1,0,0,0,1,0,0,-0.3834,-3
1,0,-1,0,0,0,0,0,0,0.6968,-2
-1,0,1,1,2,0,0,1,0,0.8753,0
-1,0,-1,0,0,0,0,0,0,0.3904,-2
1,0,-1,0,0,0,0,0,0,0.534699999999999,-2
1,0,1,0,0,0,0,1,0,0.696299999999999,0
-1,0,1,0,0,0,0,1,0,-0.1167,1
-1,0,-1,-1,-1,0,0,0,0,-0.52,-1
-1,0,-1,-1,-1,0,0,0,0,-0.4379,-1
-1,0,-1,-1,-1,0,0,0,0,-0.6916,-1
-1,0,-1,-1,-1,0,1,-1,0,-0.887,-2
-1,0,-1,-1,-1,0,1,-2,0,-0.8947,-4
-1,0,1,-1,0,0,1,0,0,-1.5457,-4
-1,0,1,0,1,0,1,0,0,-1.8084,-4
1,-1,-1,0,1,0,1,0,0,-2.2262,-4
1,-1,-1,0,1,0,1,0,0,-2.1535,-3
1,-1,1,1,2,0,1,1,0,-2.016,-1
1,-1,1,2,2,0,1,0,0,-0.9597,1
1,-1,1,2,3,0,1,1,0,-0.1287,3
-1,0,1,2,3,0,1,1,0,0.4043,4
-1,0,1,2,3,0,-1,1,0,0.105,3
-1,0,1,1,2,0,-2,1,0,-0.4726,1
-1,0,-1,-1,0,0,-2,1,0,-0.484899999999999,-1
-1,0,-1,-1,-1,0,-1,0,0,-0.9254,-3
-1,0,-1,-1,-1,0,0,0,0,-0.9635,-3
1,-1,-1,-1,-2,0,1,0,0,-1.6069,-4
1,-1,1,-1,-2,0,2,0,0,-1.2982,-2
1,-1,-1,0,-2,0,2,-1,0,-0.4654,-1
1,-1,1,1,-1,0,1,-1,0,-0.5573,1
1,-1,1,1,-1,0,0,0,0,-0.5618,2
-1,0,1,1,0,0,0,0,0,0.6216,4
-1,0,-1,1,0,0,0,0,0,-0.4513,3
-1,0,-1,1,1,0,1,1,0,-1.7254,3
-1,0,1,0,1,0,1,2,0,-2.4998,1
-1,0,-1,0,1,0,1,1,0,-2.8158,-1
1,-1,-1,0,1,0,1,1,0,-3.0014,-3
1,-1,1,1,2,0,1,1,0,-1.7356,-2
1,-1,1,2,3,0,0,1,0,-1.2807,-1
1,-1,1,2,2,0,0,1,0,-0.5075,1
-1,0,1,2,2,0,0,2,0,0.2965,3
-1,0,1,2,2,0,-1,2,0,0.4086,3
-1,0,-1,1,1,0,-1,2,0,-0.498699999999999,1
-1,0,-1,-1,-1,0,-1,2,0,-0.530499999999999,-1
-1,0,-1,-2,-2,0,-1,1,0,-0.5586,-3
-1,0,1,-2,-2,0,-2,0,0,-1.6813,-5
-1,0,1,-2,-2,0,-1,0,0,-1.8422,-4
-1,0,-1,-2,-2,0,-1,0,0,-1.1468,-4
1,-1,-1,-2,-2,0,-1,0,0,-1.1858,-4
1,-1,-1,-1,-1,0,-1,0,0,-1.3746,-2
1,-1,-1,-1,-1,0,1,0,0,-0.4127,0
1,-1,-1,-1,-1,0,2,0,0,-0.2486,1
1,-1,1,-1,-1,0,2,0,0,0.0718000000000003,2
1,-1,1,0,0,0,1,0,0,0.4407,4
1,-1,1,0,0,0,1,0,0,0.621299999999999,3
1,-1,-1,0,-1,0,0,0,0,0.2223,3
1,-1,1,0,-1,0,-1,1,0,-0.2342,3
1,-1,1,0,-1,0,-1,1,0,-0.6334,4
-1,0,1,0,-1,0,0,1,0,-0.6046,3
-1,0,1,0,-1,0,-1,1,0,-2.8694,3
-1,0,-1,0,0,0,-1,1,0,-2.8123,1
-1,0,-1,0,0,0,-1,0,0,-3.0918,-1
-1,0,-1,0,-1,0,-1,0,0,-3.0644,-3
