match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,timeseconds,spendtimeinlastfewshots,p1serveno,p2serveno,p1aceno,p2aceno,p1firstserveinnum,p2firstserveinnum,p1doublefaultnum,p2doublefaultnum,p1winnernum,p2winnernum,p1netnum,p2netnum,p1netwinnernum,p2netwinnernum,p1unforcederrornum,p2unforcederrornum,p1rundistance,p2rundistance,totalrallylengthinlastfewpoints,p1breakpointnum,p2breakpointnum,p1breakpointwinnum,p2breakpointwinnum,p1breakpointlosenum,p2breakpointlosenum,p1servewidthindex,p2servewidthindex,p1servedepthindex,p2servedepthindex,p1servespeedindex,p2servespeedindex,p1returndepthindex,p2returndepthindex
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:08:06,1,2,13,0,0,1,0,486,245,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,25.529,23.159,5,0,0,0,0,0,0,-4,4,-1,1,-242,242,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:08:41,1,2,14,0,0,1,0,521,233,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,45.757,36.87,8,0,0,0,0,0,0,-4,4,0,0,-250,250,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:09:11,1,2,15,0,0,1,0,551,219,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,36.68,25.738,7,0,0,0,0,0,0,-4,4,0,0,-248,248,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:09:37,1,2,16,0,0,1,0,577,152,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,14.066,9.349,4,0,0,0,0,0,0,-4,4,0,0,-258,258,-2,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:10:20,1,2,17,0,0,1,0,620,172,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.699,6.544,3,0,0,0,0,0,0,-3,3,0,0,-227,227,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:10:45,1,2,18,0,0,1,0,645,159,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.545,9.806,3,0,0,0,0,0,0,-2,2,0,0,-221,221,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:11:24,1,3,19,0,0,1,1,684,163,0,2,0,0,0,2,0,0,0,1,0,1,0,1,0,0,20.439,22.093,4,0,0,0,0,0,0,-3,3,0,0,-240,240,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:11:47,1,3,20,0,0,1,1,707,156,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,16.093,17.667,4,0,0,0,0,0,0,0,0,1,-1,10,-10,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:12:17,1,3,21,0,0,1,1,737,160,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,18.987,35.829,6,0,0,0,0,0,0,4,-4,2,-2,253,-253,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:12:44,1,3,22,0,0,1,1,764,144,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,25.376,45.574,7,0,0,0,0,0,0,3,-3,1,-1,241,-241,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:13:26,1,3,23,0,0,1,1,806,161,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,49.454,43.762,11,0,0,0,0,0,0,1,-1,0,0,241,-241,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:15:31,1,4,24,0,0,2,1,931,247,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,45.948,37.423,10,0,0,0,0,0,0,1,-1,0,0,230,-230,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:16:15,1,4,25,0,0,2,1,975,268,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.383,18.192,4,0,0,0,0,0,0,0,0,0,0,-4,4,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:16:47,1,4,26,0,0,2,1,1007,270,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,27.526,27.689,6,0,0,0,0,0,0,-2,2,0,0,-218,218,-2,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:17:08,1,4,27,0,0,2,1,1028,264,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,15.828,15.043,4,0,0,0,0,0,0,-3,3,0,0,-236,236,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:17:49,1,5,28,0,0,2,2,1069,263,0,2,0,1,0,2,0,0,0,2,0,0,0,0,0,0,20.93,8.469,4,0,0,0,0,0,0,-4,4,0,0,-251,251,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:18:25,1,5,29,0,0,2,2,1105,174,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,35.379,36.768,8,0,0,0,0,0,0,0,0,1,-1,-10,10,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:18:50,1,5,30,0,0,2,2,1130,155,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,19.637,37.642,6,0,0,0,0,0,0,4,-4,1,-1,245,-245,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:19:20,1,5,31,0,0,2,2,1160,153,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,16.259,20.799,4,0,0,0,0,0,0,3,-3,0,0,239,-239,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:20:03,1,5,32,0,0,2,2,1203,175,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,17.583,19.488,5,0,0,0,0,0,0,2,-2,0,0,223,-223,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:20:55,1,5,33,0,0,2,2,1255,186,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.127,19.705,4,0,0,0,0,0,0,2,-2,0,0,217,-217,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:21:27,1,5,34,0,0,2,2,1287,182,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,17.377,24.179,4,0,0,0,0,0,0,1,-1,1,-1,215,-215,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:22:19,1,5,35,0,0,2,2,1339,209,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,39.641,37.039,7,0,0,0,0,0,0,2,-2,2,-2,208,-208,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:24:22,1,6,36,0,0,3,2,1462,302,2,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,37.606,35.174,6,0,0,0,0,0,0,4,-4,1,-1,211,-211,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:24:53,1,6,37,0,0,3,2,1493,290,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,14.633,15.684,2,0,0,0,0,0,0,0,0,-1,1,4,-4,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:05,1,6,38,0,0,3,2,1565,310,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,36.903,35.703,7,0,0,0,0,0,0,-3,3,-1,1,-200,200,-2,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:30,1,6,39,0,0,3,2,1590,303,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35.909,34.782,7,0,0,0,0,0,0,-3,3,0,0,-215,215,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:56,1,6,40,0,0,3,2,1616,277,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9.493,7.806,2,0,0,0,0,0,0,-2,2,0,0,-252,252,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:27:42,1,7,41,0,0,3,3,1662,200,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.721,7.284,2,0,0,0,0,0,0,-1,1,0,0,-238,238,-2,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:28:37,1,7,42,0,0,3,3,1717,224,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,39.276,37.344,10,0,0,0,0,0,0,0,0,0,0,-4,4,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:29:06,1,7,43,0,0,3,3,1746,181,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,44.105,51.815,12,0,0,0,0,0,0,3,-3,0,0,227,-227,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:29:32,1,7,44,0,0,3,3,1772,182,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,16.149,30.181,6,0,0,0,0,0,0,4,-4,1,-1,235,-235,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:30:17,1,7,45,0,0,3,3,1817,201,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,24.353,29.707,9,0,0,0,0,0,0,3,-3,1,-1,219,-219,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:32:34,1,8,46,0,0,4,3,1954,292,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49.803,43.988,11,0,0,0,0,0,0,1,-1,0,0,205,-205,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:32:57,1,8,47,0,0,4,3,1977,260,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,37.606,30.177,6,0,0,0,0,0,0,-2,2,-1,1,-31,31,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:33:33,1,8,48,0,0,4,3,2013,267,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,6.808,5.783,1,0,0,0,0,0,0,-4,4,-2,2,-248,248,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:33:58,1,8,49,0,0,4,3,2038,266,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,1,2.356,1.779,1,0,0,0,0,0,0,-4,4,-2,2,-246,246,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:34:46,1,8,50,0,0,4,3,2086,269,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,19.265,19.313,7,0,0,0,0,0,0,-3,3,-1,1,-231,231,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:36:02,1,8,51,0,0,4,3,2162,208,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,79.619,72.82,22,0,0,0,0,0,0,-1,1,0,0,-207,207,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:18,1,9,52,0,0,5,3,2238,261,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,91.458,73.477,22,1,0,1,0,0,0,0,0,0,0,-212,212,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:44,1,9,53,0,0,5,3,2264,251,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,33.018,23.846,7,1,0,1,0,0,0,1,-1,0,0,9,-9,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:26,1,9,54,0,0,5,3,2306,268,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.869,12.249,3,0,0,0,0,0,0,2,-2,0,0,215,-215,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:54,1,9,55,0,0,5,3,2334,248,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.755,13.64,3,0,0,0,0,0,0,2,-2,0,0,222,-222,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:39:29,1,9,56,0,0,5,3,2369,207,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,15.881,17.818,5,0,0,0,0,0,0,3,-3,0,0,237,-237,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:40:01,1,9,57,0,0,5,3,2401,163,2,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,22.994,23.221,7,0,0,0,0,0,0,4,-4,0,0,244,-244,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:40:33,1,9,58,0,0,5,3,2433,169,2,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,20.639,19.596,5,0,0,0,0,0,0,3,-3,0,0,242,-242,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:41:23,1,9,59,0,0,5,3,2483,177,2,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,40.727,37.828,9,0,0,0,0,0,0,2,-2,0,0,227,-227,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:42:31,1,9,60,0,0,5,3,2551,217,2,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,47.942,47.713,11,0,0,0,0,0,0,2,-2,0,0,202,-202,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:43:18,1,9,61,0,0,5,3,2598,229,2,0,0,0,1,0,0,0,0,2,0,2,0,2,0,0,38.396,41.373,10,0,0,0,0,0,0,2,-2,0,0,211,-211,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:43:59,1,9,62,0,0,5,3,2639,238,2,0,0,0,2,0,0,0,1,1,0,1,0,1,0,0,40.587,51.67,13,0,1,0,0,0,1,2,-2,0,0,244,-244,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:44:29,1,9,63,0,0,5,3,2669,236,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,20.814,31.399,8,0,1,0,0,0,1,3,-3,0,0,251,-251,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:04,2,1,64,1,0,0,0,2824,341,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,18.701,22.746,4,0,0,0,0,0,0,3,-3,0,0,262,-262,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:27,2,1,65,1,0,0,0,2847,296,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,18.213,20.449,4,0,0,0,0,0,0,-1,1,0,0,9,-9,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:52,2,1,66,1,0,0,0,2872,274,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2.517,1.707,2,0,0,0,0,0,0,-4,4,0,0,-240,240,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:48:17,2,1,67,1,0,0,0,2897,258,0,2,0,1,0,2,0,0,0,1,0,1,0,1,0,0,4.515,4.682,2,0,0,0,0,0,0,-2,2,0,0,-240,240,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:49:17,2,2,68,1,0,0,1,2957,288,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,12.949,10.289,2,0,0,0,0,0,0,-2,2,-1,1,-245,245,-2,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:49:38,2,2,69,1,0,0,1,2978,154,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,10.157,7.486,2,0,0,0,0,0,0,0,0,-1,1,5,-5,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:50:14,2,2,70,1,0,0,1,3014,167,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3.581,4.73,2,0,0,0,0,0,0,3,-3,0,0,229,-229,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:51:10,2,2,71,1,0,0,1,3070,198,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.068,7.516,3,0,0,0,0,0,0,2,-2,0,0,213,-213,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:51:54,2,2,72,1,0,0,1,3114,217,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,38.794,43.972,14,0,0,0,0,0,0,2,-2,0,0,229,-229,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:52:21,2,2,73,1,0,0,1,3141,184,2,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,36.304,41.853,13,0,0,0,0,0,0,3,-3,0,0,244,-244,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:53:06,2,2,74,1,0,0,1,3186,208,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,12.498,14.925,3,0,0,0,0,0,0,4,-4,1,-1,223,-223,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:54:11,2,2,75,1,0,0,1,3251,237,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19.168,22.465,4,0,0,0,0,0,0,3,-3,1,-1,202,-202,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:54:56,2,3,76,1,0,0,2,3296,226,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,15.729,19.812,4,0,1,0,1,0,0,1,-1,0,0,234,-234,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:55:20,2,3,77,1,0,0,2,3320,206,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16.36,18.045,3,0,1,0,1,0,0,-2,2,-1,1,3,-3,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:55:50,2,3,78,1,0,0,2,3350,209,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17.837,18.515,2,0,0,0,0,0,0,-4,4,-2,2,-254,254,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:57:08,2,3,79,1,0,0,2,3428,242,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,20.5,16.137,4,0,0,0,0,0,0,-3,3,-1,1,-236,236,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:59:22,2,4,80,1,0,0,3,3562,311,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,43.832,40.323,10,0,0,0,0,0,0,-3,3,-1,1,-209,209,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:00:17,2,4,81,1,0,0,3,3617,321,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87.968,79.263,17,0,0,0,0,0,0,-2,2,-1,1,5,-5,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:00:41,2,4,82,1,0,0,3,3641,321,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60.937,53.19,11,0,0,0,0,0,0,2,-2,0,0,217,-217,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:01:21,2,4,83,1,0,0,3,3681,331,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,6.774,10.112,2,0,0,0,0,0,0,4,-4,1,-1,221,-221,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:02:05,2,4,84,1,0,0,3,3725,297,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,58.605,41.815,9,0,0,0,0,0,0,4,-4,2,-2,229,-229,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:02:54,2,4,85,1,0,0,3,3774,212,2,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,70.821,56.434,12,0,0,0,0,0,0,4,-4,1,-1,214,-214,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:03:50,2,4,86,1,0,0,3,3830,213,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,22.396,27.874,7,0,1,0,0,0,1,2,-2,0,0,190,-190,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:04:21,2,4,87,1,0,0,3,3861,220,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,23.725,30.32,6,0,1,0,0,0,1,1,-1,1,-1,197,-197,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:05:38,2,5,88,1,0,1,3,3938,257,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,61.046,56.952,14,0,0,0,0,0,0,1,-1,1,-1,222,-222,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:06:16,2,5,89,1,0,1,3,3976,251,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,77.939,54.125,16,0,0,0,0,0,0,-2,2,-1,1,7,-7,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:06:46,2,5,90,1,0,1,3,4006,232,0,2,0,0,0,2,0,0,0,1,0,1,0,1,0,0,42.472,22.605,6,0,0,0,0,0,0,-4,4,-1,1,-241,241,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:07:42,2,5,91,1,0,1,3,4062,232,0,2,0,0,0,1,0,0,1,0,0,2,0,1,0,0,33.74,23.563,7,0,0,0,0,0,0,-4,4,0,0,-239,239,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:08:26,2,5,92,1,0,1,3,4106,245,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,59.156,43.452,14,0,0,0,0,0,0,-3,3,0,0,-242,242,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:09:19,2,5,93,1,0,1,3,4159,221,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,76.518,59.925,18,0,0,0,0,0,0,-3,3,0,0,-265,265,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:10:24,2,5,94,1,0,1,3,4224,248,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,1,70.612,57.555,15,1,0,0,0,1,0,-2,2,0,0,-257,257,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:11:30,2,5,95,1,0,1,3,4290,284,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,70.686,63.571,15,1,0,0,0,1,0,-2,2,0,0,-230,230,-2,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:12:08,2,5,96,1,0,1,3,4328,266,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,66.864,51.374,13,1,0,0,0,1,0,-4,4,-1,1,-225,225,-2,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:12:37,2,5,97,1,0,1,3,4357,251,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,33.172,17.413,4,1,0,0,0,1,0,-4,4,-1,1,-249,249,-2,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:14:48,2,6,98,1,0,1,4,4488,329,0,2,0,0,0,2,0,0,0,1,0,1,0,1,0,0,26.84,21.089,6,0,0,0,0,0,0,-3,3,0,0,-260,260,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:15:27,2,6,99,1,0,1,4,4527,303,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,26.996,31.043,7,0,0,0,0,0,0,1,-1,0,0,-14,14,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:15:55,2,6,100,1,0,1,4,4555,265,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.083,20.693,3,0,0,0,0,0,0,4,-4,0,0,224,-224,2,-2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:16:53,2,6,101,1,0,1,4,4613,285,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10.323,12.322,3,0,0,0,0,0,0,4,-4,0,0,200,-200,2,-2
