match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,timeseconds,spendtimeinlastfewshots,p1serveno,p2serveno,p1aceno,p2aceno,p1firstserveinnum,p2firstserveinnum,p1doublefaultnum,p2doublefaultnum,p1winnernum,p2winnernum,p1netnum,p2netnum,p1netwinnernum,p2netwinnernum,p1unforcederrornum,p2unforcederrornum,p1rundistance,p2rundistance,totalrallylengthinlastfewpoints,p1breakpointnum,p2breakpointnum,p1breakpointwinnum,p2breakpointwinnum,p1breakpointlosenum,p2breakpointlosenum,p1servewidthindex,p2servewidthindex,p1servedepthindex,p2servedepthindex,p1servespeedindex,p2servespeedindex,p1returndepthindex,p2returndepthindex
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:08:06,1,2,13,0,0,1,0,486,245,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.744,18.244,4,0,0,0,0,0,0,-2,2,0,0,-130,130,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:08:41,1,2,14,0,0,1,0,521,233,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26.013,18.626,4,0,0,0,0,0,0,-2,2,0,0,-120,120,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:09:11,1,2,15,0,0,1,0,551,219,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.667,7.112,3,0,0,0,0,0,0,-2,2,0,0,-128,128,-1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:09:37,1,2,16,0,0,1,0,577,152,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.399,2.237,1,0,0,0,0,0,0,-2,2,0,0,-130,130,-1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:10:20,1,2,17,0,0,1,0,620,172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,4.307,2,0,0,0,0,0,0,-1,1,0,0,-97,97,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:10:45,1,2,18,0,0,1,0,645,159,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.245,5.499,1,0,0,0,0,0,0,-1,1,0,0,-124,124,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:11:24,1,3,19,0,0,1,1,684,163,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,15.194,16.594,3,0,0,0,0,0,0,-2,2,0,0,-116,116,-1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:11:47,1,3,20,0,0,1,1,707,156,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.899,1.073,1,0,0,0,0,0,0,2,-2,1,-1,126,-126,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:12:17,1,3,21,0,0,1,1,737,160,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.088,34.756,5,0,0,0,0,0,0,2,-2,1,-1,127,-127,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:12:44,1,3,22,0,0,1,1,764,144,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.288,10.818,2,0,0,0,0,0,0,1,-1,0,0,114,-114,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:13:26,1,3,23,0,0,1,1,806,161,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,42.166,32.944,9,0,0,0,0,0,0,0,0,0,0,127,-127,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:15:31,1,4,24,0,0,2,1,931,247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.782,4.479,1,0,0,0,0,0,0,1,-1,0,0,103,-103,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:16:15,1,4,25,0,0,2,1,975,268,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.601,13.713,3,0,0,0,0,0,0,-1,1,0,0,-107,107,-1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:16:47,1,4,26,0,0,2,1,1007,270,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.925,13.976,3,0,0,0,0,0,0,-1,1,0,0,-111,111,-1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:17:08,1,4,27,0,0,2,1,1028,264,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.903,1.067,1,0,0,0,0,0,0,-2,2,0,0,-125,125,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:17:49,1,5,28,0,0,2,2,1069,263,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,20.027,7.402,3,0,0,0,0,0,0,-2,2,0,0,-126,126,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:18:25,1,5,29,0,0,2,2,1105,174,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15.352,29.366,5,0,0,0,0,0,0,2,-2,1,-1,116,-116,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:18:50,1,5,30,0,0,2,2,1130,155,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.285,8.276,1,0,0,0,0,0,0,2,-2,0,0,129,-129,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:19:20,1,5,31,0,0,2,2,1160,153,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,11.974,12.523,3,0,0,0,0,0,0,1,-1,0,0,110,-110,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:20:03,1,5,32,0,0,2,2,1203,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.609,6.965,2,0,0,0,0,0,0,1,-1,0,0,113,-113,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:20:55,1,5,33,0,0,2,2,1255,186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.518,12.74,2,0,0,0,0,0,0,1,-1,0,0,104,-104,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:21:27,1,5,34,0,0,2,2,1287,182,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8.859,11.439,2,0,0,0,0,0,0,0,0,1,-1,111,-111,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:22:19,1,5,35,0,0,2,2,1339,209,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,30.782,25.6,5,0,0,0,0,0,0,2,-2,1,-1,97,-97,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:24:22,1,6,36,0,0,3,2,1462,302,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6.824,9.574,1,0,0,0,0,0,0,2,-2,0,0,114,-114,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:24:53,1,6,37,0,0,3,2,1493,290,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.809,6.11,1,0,0,0,0,0,0,-2,2,-1,1,-110,110,-1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:05,1,6,38,0,0,3,2,1565,310,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.094,29.593,6,0,0,0,0,0,0,-1,1,0,0,-90,90,-1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:30,1,6,39,0,0,3,2,1590,303,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.815,5.189,1,0,0,0,0,0,0,-2,2,0,0,-125,125,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:56,1,6,40,0,0,3,2,1616,277,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.678,2.617,1,0,0,0,0,0,0,0,0,0,0,-127,127,-1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:27:42,1,7,41,0,0,3,3,1662,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.043,4.667,1,0,0,0,0,0,0,-1,1,0,0,-111,111,-1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:28:37,1,7,42,0,0,3,3,1717,224,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,34.233,32.677,9,0,0,0,0,0,0,1,-1,0,0,107,-107,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:29:06,1,7,43,0,0,3,3,1746,181,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,9.872,19.138,3,0,0,0,0,0,0,2,-2,0,0,120,-120,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:29:32,1,7,44,0,0,3,3,1772,182,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6.277,11.043,3,0,0,0,0,0,0,2,-2,1,-1,115,-115,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:30:17,1,7,45,0,0,3,3,1817,201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.076,18.664,6,0,0,0,0,0,0,1,-1,0,0,104,-104,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:32:34,1,8,46,0,0,4,3,1954,292,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31.727,25.324,5,0,0,0,0,0,0,0,0,0,0,101,-101,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:32:57,1,8,47,0,0,4,3,1977,260,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.879,4.853,1,0,0,0,0,0,0,-2,2,-1,1,-132,132,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:33:33,1,8,48,0,0,4,3,2013,267,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.929,0.93,0,0,0,0,0,0,0,-2,2,-1,1,-116,116,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:33:58,1,8,49,0,0,4,3,2038,266,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.427,0.849,1,0,0,0,0,0,0,-2,2,-1,1,-130,130,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:34:46,1,8,50,0,0,4,3,2086,269,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.838,18.464,6,0,0,0,0,0,0,-1,1,0,0,-101,101,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:36:02,1,8,51,0,0,4,3,2162,208,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,61.781,54.356,16,0,0,0,0,0,0,0,0,0,0,-106,106,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:18,1,9,52,0,0,5,3,2238,261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.677,19.121,6,1,0,1,0,0,0,0,0,0,0,-106,106,-1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:44,1,9,53,0,0,5,3,2264,251,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.341,4.725,1,0,0,0,0,0,0,1,-1,0,0,115,-115,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:26,1,9,54,0,0,5,3,2306,268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528,7.524,2,0,0,0,0,0,0,1,-1,0,0,100,-100,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:54,1,9,55,0,0,5,3,2334,248,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.227,6.116,1,0,0,0,0,0,0,1,-1,0,0,122,-122,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:39:29,1,9,56,0,0,5,3,2369,207,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11.654,11.702,4,0,0,0,0,0,0,2,-2,0,0,115,-115,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:40:01,1,9,57,0,0,5,3,2401,163,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,11.34,11.519,3,0,0,0,0,0,0,2,-2,0,0,129,-129,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:40:33,1,9,58,0,0,5,3,2433,169,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,9.299,8.077,2,0,0,0,0,0,0,1,-1,0,0,113,-113,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:41:23,1,9,59,0,0,5,3,2483,177,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,31.428,29.751,7,0,0,0,0,0,0,1,-1,0,0,114,-114,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:42:31,1,9,60,0,0,5,3,2551,217,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,16.514,17.962,4,0,0,0,0,0,0,1,-1,0,0,88,-88,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:43:18,1,9,61,0,0,5,3,2598,229,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,21.882,23.411,6,0,0,0,0,0,0,1,-1,0,0,123,-123,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:43:59,1,9,62,0,0,5,3,2639,238,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,18.705,28.259,7,0,1,0,0,0,1,1,-1,0,0,121,-121,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:44:29,1,9,63,0,0,5,3,2669,236,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.109,3.14,1,0,0,0,0,0,0,2,-2,0,0,130,-130,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:04,2,1,64,1,0,0,0,2824,341,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,16.592,19.606,3,0,0,0,0,0,0,1,-1,0,0,132,-132,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:27,2,1,65,1,0,0,0,2847,296,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.621,0.843,1,0,0,0,0,0,0,-2,2,0,0,-123,123,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:52,2,1,66,1,0,0,0,2872,274,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.896,0.864,1,0,0,0,0,0,0,-2,2,0,0,-117,117,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:48:17,2,1,67,1,0,0,0,2897,258,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3.619,3.818,1,0,0,0,0,0,0,0,0,0,0,-123,123,-1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:49:17,2,2,68,1,0,0,1,2957,288,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.33,6.471,1,0,0,0,0,0,0,-2,2,-1,1,-122,122,-1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:49:38,2,2,69,1,0,0,1,2978,154,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.827,1.015,1,0,0,0,0,0,0,2,-2,0,0,127,-127,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:50:14,2,2,70,1,0,0,1,3014,167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.754,3.715,1,0,0,0,0,0,0,1,-1,0,0,102,-102,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:51:10,2,2,71,1,0,0,1,3070,198,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.314,3.801,2,0,0,0,0,0,0,1,-1,0,0,111,-111,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:51:54,2,2,72,1,0,0,1,3114,217,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,35.48,40.171,12,0,0,0,0,0,0,1,-1,0,0,118,-118,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:52:21,2,2,73,1,0,0,1,3141,184,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.824,1.682,1,0,0,0,0,0,0,2,-2,0,0,126,-126,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:53:06,2,2,74,1,0,0,1,3186,208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.674,13.243,2,0,0,0,0,0,0,2,-2,1,-1,97,-97,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:54:11,2,2,75,1,0,0,1,3251,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.494,9.222,2,0,0,0,0,0,0,1,-1,0,0,105,-105,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:54:56,2,3,76,1,0,0,2,3296,226,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.235,10.59,2,0,1,0,1,0,0,0,0,0,0,129,-129,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:55:20,2,3,77,1,0,0,2,3320,206,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.125,7.455,1,0,0,0,0,0,0,-2,2,-1,1,-126,126,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:55:50,2,3,78,1,0,0,2,3350,209,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.712,11.06,1,0,0,0,0,0,0,-2,2,-1,1,-128,128,-1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:57:08,2,3,79,1,0,0,2,3428,242,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.788,5.077,3,0,0,0,0,0,0,-1,1,0,0,-108,108,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:59:22,2,4,80,1,0,0,3,3562,311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33.044,35.246,7,0,0,0,0,0,0,-2,2,-1,1,-101,101,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:00:17,2,4,81,1,0,0,3,3617,321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.924,44.017,10,0,0,0,0,0,0,0,0,0,0,106,-106,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:00:41,2,4,82,1,0,0,3,3641,321,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.013,9.173,1,0,0,0,0,0,0,2,-2,0,0,111,-111,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:01:21,2,4,83,1,0,0,3,3681,331,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.761,0.939,1,0,0,0,0,0,0,2,-2,1,-1,110,-110,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:02:05,2,4,84,1,0,0,3,3725,297,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57.844,40.876,8,0,0,0,0,0,0,2,-2,1,-1,119,-119,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:02:54,2,4,85,1,0,0,3,3774,212,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,12.977,15.558,4,0,0,0,0,0,0,2,-2,0,0,95,-95,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:03:50,2,4,86,1,0,0,3,3830,213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.419,12.316,3,0,1,0,0,0,1,0,0,0,0,95,-95,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:04:21,2,4,87,1,0,0,3,3861,220,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14.306,18.004,3,0,0,0,0,0,0,1,-1,1,-1,102,-102,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:05:38,2,5,88,1,0,1,3,3938,257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.74,38.948,11,0,0,0,0,0,0,0,0,0,0,120,-120,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:06:16,2,5,89,1,0,1,3,3976,251,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,31.199,15.177,5,0,0,0,0,0,0,-2,2,-1,1,-113,113,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:06:46,2,5,90,1,0,1,3,4006,232,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,11.273,7.428,1,0,0,0,0,0,0,-2,2,0,0,-128,128,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:07:42,2,5,91,1,0,1,3,4062,232,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,22.467,16.135,6,0,0,0,0,0,0,-2,2,0,0,-111,111,-1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:08:26,2,5,92,1,0,1,3,4106,245,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,36.689,27.317,8,0,0,0,0,0,0,-1,1,0,0,-131,131,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:09:19,2,5,93,1,0,1,3,4159,221,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,39.829,32.608,10,0,0,0,0,0,0,-2,2,0,0,-134,134,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:10:24,2,5,94,1,0,1,3,4224,248,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,30.783,24.947,5,1,0,0,0,1,0,0,0,0,0,-123,123,-1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:11:30,2,5,95,1,0,1,3,4290,284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.903,38.624,10,0,0,0,0,0,0,-2,2,0,0,-107,107,-1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:12:08,2,5,96,1,0,1,3,4328,266,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,26.961,12.75,3,1,0,0,0,1,0,-2,2,-1,1,-118,118,-1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:12:37,2,5,97,1,0,1,3,4357,251,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.211,4.663,1,0,0,0,0,0,0,-2,2,0,0,-131,131,-1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:14:48,2,6,98,1,0,1,4,4488,329,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,20.629,16.426,5,0,0,0,0,0,0,-1,1,0,0,-129,129,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:15:27,2,6,99,1,0,1,4,4527,303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.367,14.617,2,0,0,0,0,0,0,2,-2,0,0,115,-115,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:15:55,2,6,100,1,0,1,4,4555,265,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.716,6.076,1,0,0,0,0,0,0,2,-2,0,0,109,-109,1,-1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:16:53,2,6,101,1,0,1,4,4613,285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.607,6.246,2,0,0,0,0,0,0,2,-2,0,0,91,-91,1,-1
